发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-07-29T01:41:17.553000+00:00,988562203034656778,dededeth,Why you think it's simple?,,general-chat
2022-07-28T23:44:09.172000+00:00,107058913429422080,Freaky Old Man,Is anyone ells running into the issue with Loot where you find bag in the world or box but it wont let you pick it up say some thing like not there?,,feedback-and-bugs
2022-07-28T23:03:03.102000+00:00,563496083163185152,Capaflix,"hi, I have a question for you. at what level have you arrived with your character? Has anyone made it to level 21 and tried the heroics? I found the challenge difficulty simple.",,general-chat
2022-07-28T21:50:12.400000+00:00,463724309299593216,flashyboy82,Same as firecrest and reclaimer before they got nerfed. My old ps footage comes up on my fb every year and gives me a good giggle of going rogue and letting my flame turret melt everyone that trued to get near me lolol,,feedback-and-bugs
2022-07-28T21:48:02.539000+00:00,463724309299593216,flashyboy82,Building my stacks on npcs then going rogue like the old days lol,,feedback-and-bugs
2022-07-28T21:47:34.708000+00:00,463724309299593216,flashyboy82,Showstopper and the striker set from div1 now I'd be in dz paradise haha,PorterEva,feedback-and-bugs
2022-07-28T21:44:46.818000+00:00,463724309299593216,flashyboy82,They are worth doing for the exotics. The Eagle bearer from dark hours is still a decent AR for pve plus looks cool,,other-division-games
2022-07-28T21:28:22.977000+00:00,398956609532985345,FlukeOmen,"Was never been a fan of using VOIP in Div1 but there's been some good moments 🤭And a friend and I were considering going rogue on someone close to us and we forgot they could hear us. Just heard a ""huh"" to tell us we fucked up.They went rogue on my friend when we had foolishly split, killed the friend but then I downed them. They went down way quicker than expected, felt bad, left their gear for them and afterwards agreed to be friendly and we ran the dz with them for an hour before leaving 🤭VOIP can be toxic, but can lead to some good moments too. It's a shame some people have to ruin it for the majority",,ask-the-team
2022-07-28T21:19:53.775000+00:00,988562203034656778,dededeth,So is a good phone? I want yo change mine too,,general-chat
2022-07-28T21:19:09.148000+00:00,398956609532985345,FlukeOmen,"Yeah emulations are never perfect replication of a device and OS, though sometimes can get close, they probably don't consider it useful for data during alphas",,feedback-and-bugs
2022-07-28T21:09:12.136000+00:00,336148076693815306,ZakDiKaerMorhen,Great!,MrAMonk6820,general-chat
2022-07-28T21:07:14.625000+00:00,652604052873412609,PorterEva,bro i would litearlly cry in joy if they add **The Showstopper** as a Exotic,,feedback-and-bugs
2022-07-28T21:06:27.305000+00:00,266663174281887746,MrAMonk6820,I think the zoom on the pixel 6 and 6a is the only let down,,general-chat
2022-07-28T21:05:22.610000+00:00,266663174281887746,MrAMonk6820,  it's a good phone I got pixel 6 and then upgraded to 6 pro for zoom ect,ZakDiKaerMorhen,general-chat
2022-07-28T21:04:31.942000+00:00,652604052873412609,PorterEva,Nox don't even support your controller natively. they always have to hook it up to some dumb garbarino binding menu,,feedback-and-bugs
2022-07-28T20:57:11.482000+00:00,143181581123715082,Gregg2G,emulators almost always run like garbage compared to a modern mobile device. also I don't think mouse and keyboard is all that much better than touch + gyro,,feedback-and-bugs
2022-07-28T20:55:21.110000+00:00,336148076693815306,ZakDiKaerMorhen,"I trust in Google, i have a pixel 3a and After 3 years and i can play Diablo Immortal without problems 🥹",dededeth,general-chat
2022-07-28T20:48:24.218000+00:00,988562203034656778,dededeth,I just watched a review of that model,ZakDiKaerMorhen,general-chat
2022-07-28T20:40:04.187000+00:00,615969175864868877,Riggy Gaming,👀,,general-chat
2022-07-28T20:39:57.299000+00:00,336148076693815306,ZakDiKaerMorhen,Google Pixel 6 🥹,dededeth,general-chat
2022-07-28T20:39:41.176000+00:00,652604052873412609,PorterEva,thank you for your input,,ask-the-team
2022-07-28T20:32:42.784000+00:00,256950551671996416,D3LT4_Moody,"I haven't been able to do the two raids in div2 yet. Are they worth getting a group together, or can I just ignore them?",,other-division-games
2022-07-28T20:23:02.257000+00:00,463724309299593216,flashyboy82,There is talk of manning and tidal basin becoming legendaries soon which will be good. Tidal basin will be a hard one for people to rely on skill builds for. I'll be running my healer or shield and regulus build for that bad boy,,other-division-games
2022-07-28T20:22:52.675000+00:00,988562203034656778,dededeth,which one,ZakDiKaerMorhen,general-chat
2022-07-28T20:19:47.929000+00:00,463724309299593216,flashyboy82,Tbf if everyone uses a skill build with turret and drone legendaries take no time at all lol,,other-division-games
2022-07-28T20:15:55.667000+00:00,548188840800550914,TheCrusader,Upgrade combines mods so upgrade mods to get more powerful mods,TwoAngelDK,general-chat
2022-07-28T20:13:37.854000+00:00,615969175864868877,Riggy Gaming,😅,,general-chat
2022-07-28T20:12:36.067000+00:00,336148076693815306,ZakDiKaerMorhen,"Oh my gosh, i Will recive my new phone on 2 August 😑",,general-chat
2022-07-28T19:56:47.702000+00:00,256950551671996416,D3LT4_Moody,I don't think you ca  dismantle them. But you can use them to upgrade the mods that you have equipped,TwoAngelDK,general-chat
2022-07-28T19:50:08.269000+00:00,548188840800550914,TheCrusader,Cheers boy,battlebot579,general-chat
2022-07-28T19:45:41.485000+00:00,284042910784028672,TwoAngelDK,How can I dismantle Mods? I have like a thousand but want to dis a lot of lesser quality ones,,general-chat
2022-07-28T19:45:36.448000+00:00,334775600319299584,mohammad yt,hahah,,general-chat
2022-07-28T19:45:34.583000+00:00,334775600319299584,mohammad yt,"well its a realme 7 pro, i doubt support will come in testing",Frays,general-chat
2022-07-28T19:44:54.228000+00:00,615969175864868877,Riggy Gaming,😢,mohammad yt,general-chat
2022-07-28T19:44:00.805000+00:00,196405615805988864,catnip,i really with Ubi just released a simple pc port for uplay just like Blizz did with diablo immortal,,general-chat
2022-07-28T19:37:39.963000+00:00,206441616649486336,M4YON,"In fairness I haven't needed the emulator. Installed it on my 'not compatible' phone and used my Razer Kishi, it's been a blast! 😁",Ghoul,feedback-and-bugs
2022-07-28T19:36:07.066000+00:00,992843438988996748,Frays,Do not lose hope Agent. Your phone might be unsupported as of now but there will be more tests in the future!,,general-chat
2022-07-28T19:35:58.037000+00:00,401536937078423552,Ghoul,Sorry ❤️,,general-chat
2022-07-28T19:35:53.450000+00:00,401536937078423552,Ghoul,😄,,general-chat
2022-07-28T19:35:49.878000+00:00,401536937078423552,Ghoul,https://tenor.com/view/nelson-simpsons-laugh-gif-11243649,,general-chat
2022-07-28T19:35:43.404000+00:00,992548006480068709,Ticklish,"That's the most messiest, squished, all in one image i've ever seen",Dyno,ask-the-team
2022-07-28T19:35:21.167000+00:00,334775600319299584,mohammad yt, ,,general-chat
2022-07-28T19:35:15.576000+00:00,334775600319299584,mohammad yt,then realizing ur phone isn't supported,,general-chat
2022-07-28T19:35:06.856000+00:00,334775600319299584,mohammad yt,imagine getting selected..,,general-chat
2022-07-28T19:34:51.942000+00:00,401536937078423552,Ghoul,It's just not usefull for testing purposes 😄,,feedback-and-bugs
2022-07-28T19:34:34.724000+00:00,401536937078423552,Ghoul,"As long as there is no PvP, an emulator wont hurt anyone 😄",,feedback-and-bugs
2022-07-28T19:34:12.997000+00:00,206441616649486336,M4YON,🤫 😅,Ghoul,feedback-and-bugs
2022-07-28T19:33:19.241000+00:00,401536937078423552,Ghoul,  posted a screenshot of it running on nox 😄,M4YON,feedback-and-bugs
2022-07-28T19:29:53.235000+00:00,542356858678280192,perry.bad,Probably some really obscure settings that need changing. I've been trying for an hour or so and no dice on either.,,feedback-and-bugs
2022-07-28T19:26:53.886000+00:00,615969175864868877,Riggy Gaming,*windows and blinds closed at all times when i am asleep and also my phone on silent and my WiFi off so I don't get disturbed* 😅,,general-chat
2022-07-28T19:25:46.912000+00:00,615969175864868877,Riggy Gaming,But rn I am just waking up with no influences from anything or anyone just at 5-7am timeframe,,general-chat
2022-07-28T19:24:45.610000+00:00,615969175864868877,Riggy Gaming,Tbf I usually have my cat as my alarm clock just slapping me awake 😅,,general-chat
2022-07-28T19:23:58.686000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-07-28T19:23:53.889000+00:00,992843438988996748,Frays,"I had the same issue until a few days ago, solved it by closing the window and having the blinds closed haha",,general-chat
2022-07-28T19:23:24.080000+00:00,615969175864868877,Riggy Gaming,It happens to me everyday 😅,,general-chat
2022-07-28T19:23:05.678000+00:00,970689720210325574,Klancy,I hate when that happens :c,Riggy Gaming,general-chat
2022-07-28T19:16:53.242000+00:00,620231365199265793,battlebot579,1 I dont know2 If I did know the method isnt supported officially so you would have to figure it out yourself anyway,Henrad,feedback-and-bugs
2022-07-28T19:15:22.869000+00:00,218729831850967041,Henrad,How did they do that 💀,battlebot579,feedback-and-bugs
2022-07-28T19:12:27.600000+00:00,615969175864868877,Riggy Gaming,I just automatically woke up at 5am and stayed awake since,,general-chat
2022-07-28T19:11:59.758000+00:00,615969175864868877,Riggy Gaming,Tbh I am not sure 😅,,general-chat
2022-07-28T19:11:39.489000+00:00,988562203034656778,dededeth,Why's that,Riggy Gaming,general-chat
2022-07-28T19:11:29.962000+00:00,988562203034656778,dededeth,Pretty good so far,perry.bad,general-chat
2022-07-28T19:08:06.561000+00:00,615969175864868877,Riggy Gaming,Been awake since 5am and it is now 8pm,,general-chat
2022-07-28T19:07:25.443000+00:00,615969175864868877,Riggy Gaming,Doing great 😎 just tired 😅,dededeth,general-chat
2022-07-28T19:07:01.722000+00:00,542356858678280192,perry.bad,I'm good. How are you?,dededeth,general-chat
2022-07-28T19:03:05.546000+00:00,988562203034656778,dededeth,How u doing,,general-chat
2022-07-28T19:02:54.493000+00:00,988562203034656778,dededeth,Hi everyone,,general-chat
2022-07-28T18:55:05.121000+00:00,652604052873412609,PorterEva,it went smooth-ish,,other-division-games
2022-07-28T18:51:08.821000+00:00,652604052873412609,PorterEva,i decided to man the fuck up and play legendary with some matchmaking help. mind that i'm SHD 139.,,other-division-games
2022-07-28T18:48:52.374000+00:00,620231365199265793,battlebot579,I am guessing as that was over an hour ago that you are probably ok,TheCrusader,general-chat
2022-07-28T18:47:28.317000+00:00,620231365199265793,battlebot579,"It is better to just remove the main vessel for toxicityThere will still be a text chat, and it is not limited to your squad afaikAlso, if VOIP is not already planned they might have issues making it work properly, depending on how hard that is to set up in the game and make work properly so that you arent talking to random people who arent in your lobbyI know that it isnt only used for toxicity, but just not including voip will make it simpler for the devs (having to sift through reports of toxic behaviour that have no scale or impact on the game)It is easier to regulate a text chat than a voice chat, especially as players can provide evidence in screenshots, but action can only really be taken when the words used actually warrant corrective action",AlexanderVII-,ask-the-team
2022-07-28T18:46:01.172000+00:00,296650838678700038,AlexanderVII-,thank you,,general-chat
2022-07-28T18:45:31.757000+00:00,196405615805988864,catnip,"  no, it's Gamesir X2, i think there's an improved X3 version out already but this works just fine",AlexanderVII-,general-chat
2022-07-28T18:44:53.947000+00:00,196405615805988864,catnip,"very convenient, especially since controllers aren't fully supported so i can easily use the touch screen to tap whatever",,general-chat
2022-07-28T18:44:40.608000+00:00,296650838678700038,AlexanderVII-,is that a custom job?,catnip,general-chat
2022-07-28T18:43:53.812000+00:00,542356858678280192,perry.bad,Having such a small screen and having to arch my neck is suboptimal. I might try my luck.,,feedback-and-bugs
2022-07-28T18:42:25.767000+00:00,620231365199265793,battlebot579,I think 1 person got it running on nox and 1 on bluestacks but thats it,perry.bad,feedback-and-bugs
2022-07-28T18:39:59.194000+00:00,542356858678280192,perry.bad,Looks decent.,,general-chat
2022-07-28T18:39:26.928000+00:00,542356858678280192,perry.bad,Or just the ability to mute someone that is very easily accessible.,,ask-the-team
2022-07-28T18:39:15.333000+00:00,196405615805988864,catnip, ,perry.bad,general-chat
2022-07-28T18:39:11.824000+00:00,542356858678280192,perry.bad,"I mean there should be a block feature and report feature. If people are abusive, just ban them.",,ask-the-team
2022-07-28T18:37:24.847000+00:00,296650838678700038,AlexanderVII-,by removing it,,ask-the-team
2022-07-28T18:37:15.513000+00:00,296650838678700038,AlexanderVII-,if people abuse a feature we shouldn't punish the people that don't,,ask-the-team
