,0,1
4680,employees,4
4681,vivid,2
4682,angles,1
4683,ting,1
4684,tasks,3
4685,in-gyu,2
4686,kil,1
4687,jiranji,1
4688,chiran,1
4689,certificates,1
4690,ballroom,1
4691,crimson,1
4692,blended,1
4693,smiling,1
4694,joyous,1
4695,kyu-young,1
4696,ok-im,2
4697,bong-gil,4
4698,comments,1
4699,zhenge,2
4700,zhengeo,1
4701,mark,2
4702,tokola,1
4703,maeng,2
4704,hyeong-gyu,2
4705,envoy,1
4706,jel-jun,1
4707,jeljun,1
4708,magic,1
4709,motherland,3
4710,woo-ik,3
4711,seok-hwan,4
4712,sino-japan-korea,1
4713,fta-industry-academia,1
4714,sungchuan,1
4715,all-round,1
4716,advantageous,1
4717,tokla,1
4718,tokhla,1
4719,yu-yun,1
4720,weiwin,1
4721,disabled,2
4722,heidi,1
4723,haidi,1
4724,non-disabled,1
4725,disability,1
4726,workers,3
4727,xu-xia,1
4728,ren-long,1
4729,yul,1
4730,jeong-guk,1
4731,renlong,1
4732,pivotal,1
4733,maoning,2
4734,rui,1
4735,matsugawa,2
4736,coordinate,1
4737,highlighted,1
4738,bae-yong,2
4739,brand,2
4740,jung-ja,1
4741,dae-shik,1
4742,chonghui,1
4743,huyxin,1
4744,discipline,1
4745,hui-shin,1
4746,chang-se,1
4747,nak-seung,1
4748,intellectual,1
4749,shuang,1
4750,zhen,1
4751,fu,2
4752,trademark,1
4753,examination,1
4754,framework,2
4755,memorandum,4
4756,'hyunin,1
4757,abdul,1
4758,kalam,1
4759,singaporean,1
4760,chok-tong,1
4761,australian,1
4762,evans,1
4763,atomic,1
4764,iaea,1
4765,hans,1
4766,blix,1
4767,welcoming,1
4768,hanban,2
4769,funded,1
4770,privately,1
4771,finish,1
4772,height,1
4773,doctoral,2
4774,chonnam,1
4775,jun-gyu,2
4776,zhaolong,1
4777,supervision,1
4778,buildings,1
4779,multicolored,1
4780,fluttered,1
4781,shining,2
4782,brightly,2
4783,centenary,1
4784,sectors,2
4785,dong-bin,1
4786,mart,1
4787,gak-gyu,1
4788,operations,2
4789,tianjinwi,1
4790,seung-jun,1
4791,cheongwoon,1
4792,commander,2
4793,ren,1
4794,haiquan,1
4795,vice-chancellor,1
4796,lieutenant,2
4797,mass,1
4798,si-joong,1
4799,yong-seop,1
4800,bong-ha,1
4801,koo-chan,1
4802,xiaoming,1
4803,accounting,2
4804,buyer,1
4805,premium,1
4806,buyers,1
4807,kita,1
4808,sakong-il,1
4809,germany,1
4810,france,1
4811,two-day,1
4812,consultation,3
4813,bbq,1
4814,genesis,1
4815,chicken,1
4816,experienced,1
4817,taste,1
4818,instructor,2
4819,sen,1
4820,hong-geun,1
4821,upcoming,2
4822,xiaoguang,1
4823,woon-tae,1
4824,seung-tae,1
4825,dong-yeon,2
4826,jungwon,4
4827,kwang-seop,3
4828,dunke,1
4829,elite,1
4830,fall,1
4831,ke-ying,1
4832,heated,1
4833,shipyard,4
4834,dae-yong,1
4835,zhonghai,1
4836,guopa,1
4837,sunny,3
4838,ai-ping,1
4839,pinglai,1
4840,hubei-korea,1
4841,guo-seong,1
4842,dacheng,1
4843,displayed,1
4844,we-a-ja,1
4845,jeonju,1
4846,attracted,2
4847,kang-ja,1
4848,dongsung,1
4849,artworks,2
4850,'re-illumination,1
4851,da-wei,1
4852,cha-yong,2
4853,hyo-bok,1
4854,gwang-chan,1
4855,young-hae,1
4856,kai-seong,1
4857,kai-sung,1
4858,worthy,2
4859,african,1
4860,zhili,2
4861,empowerment,1
4862,guarantee,1
4863,xinhai,1
4864,102nd,1
4865,sang-geun,2
4866,reviving,1
4867,agendas,1
4868,macro-regulation,1
4869,62nd,1
4870,jae-shin,3
4871,gushulian,1
4872,shulian,1
4873,citing,1
4874,numerical,1
4875,leading,1
4876,relieve,1
4877,yunok,1
4878,fresh,1
4879,elegantly,1
4880,exquisitely,1
4881,wares,1
4882,seong-kun,1
4883,eo,2
4884,guangyuan,2
4885,korea-guangdong,1
4886,high-tech,2
4887,100-member,1
4888,pangong-cheong,1
4889,yielding,1
4890,expansion,1
4891,daeha,1
4892,sangha,1
4893,se-joo,1
4894,yong-shin,1
4895,shaolin,1
4896,seong-il,1
4897,duyi,1
4898,awareness,1
4899,lamaism,1
4900,songtahan,1
4901,seon-tae,1
4902,tahan,1
4903,dal-joong,1
4904,jeong-min,1
4905,dean,2
4906,fenglan,1
4907,joo-hyeon,1
4908,facilitation,1
4909,athletics,1
4910,championships,1
4911,duan,1
4912,shijie,1
4913,yanfeng,1
4914,coaches,1
4915,relevance,1
4916,hanyang,1
4917,camp,1
4918,deok-ho,1
4919,hongger,3
4920,documentary,1
4921,jun-shin,1
4922,self-control,1
4923,handicapped,1
4924,preview,2
4925,xuebing,1
4926,joongwon,1
4927,gong,1
4928,sang-ri,1
4929,zhongwon,2
4930,reappointment,2
4931,won-sam,2
4932,deliberator,1
4933,dispatched,3
4934,ki-won,1
4935,teach,1
4936,chongwon,1
4937,hwahae,1
4938,canada,2
4939,cosco,2
4940,fusheng,1
4941,lilong,1
4942,seaspan,2
4943,loud,1
4944,chong,1
4945,hongsha,1
4946,mechanisms,2
4947,documents,1
4948,insurance,2
4949,recruitment,1
4950,pr,1
4951,description,2
4952,assisting,1
4953,database,1
4954,qualifications,2
4955,xiaotian,1
4956,yong-geol,1
4957,frankly,1
4958,preserve,1
4959,marketing,1
4960,seongdo-seoul,1
4961,seongdo-si,1
4962,yeoyu-guk,1
4963,chun-cheong,1
4964,yong-koo,1
4965,gwan-bin,1
4966,84th,1
4967,driver,1
4968,license,1
4969,accountant,1
4970,ability,1
4971,computer,1
4972,software,1
4973,ms,1
4974,excel,1
4975,powerpoint,1
4976,kb,1
4977,yun-dae,1
4978,ping-an,2
4979,kimchi,1
4980,pepper,1
4981,powder,1
4982,indispensable,1
4983,jeolyeongeo,1
4984,c.vision,1
4985,overturning,1
4986,collided,1
4987,capsized,1
4988,examining,2
4989,monitoring,1
4990,investigate,1
4991,dock,1
4992,anchored,1
4993,renovation,1
4994,kwan-jin,2
4995,adjutant,1
4996,yushouqi,1
4997,kwanbin,1
4998,jeong-doo,1
4999,seok-min,1
5000,yun-shik,1
5001,seong-shik,1
5002,byung-hwan,1
5003,bid,2
5004,chao,3
5005,weizhou,1
5006,hyung-oh,1
5007,jeong-chan,1
5008,shin-ryong,2
5009,rae-woon,1
5010,young-wook,1
5011,broaden,2
5012,horizons,2
5013,crew,2
5014,rescued,1
5015,uldo,1
5016,ongjin-gun,1
5017,incheon-si,1
5018,"1,500-ton",1
5019,cargo,2
5020,taiyue,1
5021,stranded,1
5022,reef,1
5023,notification,1
5024,pyeongtaek,1
5025,condition,1
5026,daesan,1
5027,crews,1
5028,temporarily,2
5029,je-chang,2
5030,shinhwa,1
5031,embracing,1
5032,seon-gyu,1
5033,jianming,1
5034,criminal,1
5035,proceedings,1
5036,procuratorate,1
5037,hong-il,1
5038,develops,1
5039,stevens,1
5040,u.s,1
5041,kathleen,1
5042,pleasure,1
5043,choral,1
5044,earth,1
5045,save,1
5046,conserve,1
5047,saving,1
5048,gi,1
5049,heavenly,1
5050,coexist,1
5051,harmoniously,1
5052,recommendations,2
5053,yun-ling,1
5054,hainan,1
5055,socio-economic,1
5056,primary,1
5057,gap-jin,1
5058,jin-guk,1
5059,lobby,1
5060,chunneng,1
5061,tidy,1
5062,appearance,1
5063,impression,1
5064,sweat,1
5065,raised,1
5066,morale,1
5067,motivation,1
5068,tension,1
5069,harder,1
5070,oh-eul,1
5071,soo-heung,1
5072,maintenance,2
5073,committees,1
5074,hanbok,1
5075,vegetation,1
5076,lush,1
5077,neatly,1
5078,surrounded,1
5079,costume,1
5080,re-election,2
5081,convened,1
5082,si-hyeong,1
5083,jianlin,1
5084,industrialization,1
5085,guan,1
5086,xiaofeng,1
5087,engaged,1
5088,yeungnam,1
5089,seong-jun,1
5090,seongjun,1
5091,curriculum,1
5092,curatorial,1
5093,broadened,1
5094,nurtured,2
5095,monetary,1
5096,dae-sik,1
5097,pharmaceutical,1
5098,registered,1
5099,chungju,1
5100,chang-su,1
5101,characters,1
5102,derived,1
5103,sharpness,1
5104,produces,2
5105,sells,1
5106,ansun,1
5107,discourse,1
5108,candidacy,1
5109,four-year,1
5110,chambers,1
5111,nationwide,1
5112,hsk,2
5113,takers,1
5114,jong-jin,2
5115,proficiency,2
5116,byung-cheol,1
5117,xiao,1
5118,qiwei,1
5119,tripartite,1
5120,chang-kyung,1
5121,yongjinghyeop,1
5122,scenic,1
5123,quiz,1
5124,read,1
5125,daqi,1
5126,gnp,3
5127,jong-woong,1
5128,g20서울,1
5129,gdp는,1
5130,one-week,1
5131,inspect,1
5132,zhen-wu,1
5133,songwoo,1
5134,five-day,1
5135,voice,1
5136,speakers,1
5137,three-way,1
5138,wan-jong,1
5139,heliang,1
5140,deputies,1
5141,shaogang,1
5142,advice,1
5143,diverse,1
5144,graduates,1
5145,jian-xue,1
5146,호혜win-win을,1
5147,'un의,1
5148,win-win의,1
5149,gdp가,1
5150,호혜win-win의,1
5151,gdp에서,1
5152,lg의,1
5153,상하이expo와,1
5154,여수expo를,1
5155,overcoming,3
5156,selfless,1
5157,kyu-hyung,1
5158,respective,2
5159,aware,1
5160,southern,1
5161,grid,1
5162,xiaodong,1
5163,packed,1
5164,colors,1
5165,smiled,1
5166,jian-yong,1
5167,jianyong,1
5168,hanam,1
5169,blooming,1
5170,hanam-chinese,1
5171,propagation,1
5172,ko,1
5173,seung-deok,1
5174,hyeon,1
5175,sheng-xien,1
5176,wenping,3
5177,shengxien,1
5178,pollutant,1
5179,reducing,1
5180,chemical,1
5181,oxygen,1
5182,sulfur,1
5183,dioxide,1
5184,nitrogen,1
5185,gas,1
5186,oil,1
5187,petroleum,1
5188,je-min,1
5189,substantiated,2
5190,low,1
5191,corporations,2
5192,pohang,1
5193,daewoo,1
5194,dawei,1
5195,sung-rak,2
5196,outcome,2
5197,resuming,1
5198,korea-u.s.,1
5199,contacts,1
5200,mei,1
5201,meiying,1
5202,reviewed,1
5203,arranged,1
5204,vietnam,1
5205,named,1
5206,meters,2
5207,oe-hyun,1
5208,ong,1
5209,yanggang,1
5210,jie-ming,1
5211,jieming,1
5212,covers,1
5213,kilometers,1
5214,mineral,1
5215,actual,2
5216,seong-woon,1
5217,jong-ung,1
5218,hyeon-hyeon,1
5219,daedeok,1
5220,complexes,1
5221,chae-min,2
5222,nam-seok,2
5223,intimate,2
5224,returning,1
5225,drill,1
5226,familiarize,1
5227,firefighting,1
5228,evacuation,1
5229,extinguishers,1
5230,instructed,1
5231,facility,1
5232,locations,1
5233,braces,1
5234,hydrants,1
5235,shutters,1
5236,blankets,1
5237,dunshin,1
5238,jun-kyu,1
5239,doo-pyo,1
5240,keimyung,2
5241,il-hee,2
5242,fulfilling,1
5243,beom-il,1
5244,ningbo,1
5245,jin-hwan,1
5246,chinese-invested,1
5247,jeon-geo,1
5248,taiping,1
5249,sino-japan,1
5250,sookmyung,3
5251,young-sil,1
5252,trained,1
5253,friendships,1
5254,chun-hai,1
5255,closeness,1
5256,effects,1
5257,ming-chi,1
5258,unions,1
5259,requirements,1
5260,thinking,1
5261,feature,1
5262,minqin,1
5263,jeung-hyeon,1
5264,ju,1
5265,zhaohe,7
5266,che,2
5267,components,1
5268,ningxia,1
5269,zhangjiagang,1
5270,kanzhijiang,1
5271,prefecture,1
5272,candid,1
5273,eun-jin,1
5274,abilities,1
5275,yeong-sil,1
5276,je-ri,1
5277,jung-kyung,2
5278,choong-yang,1
5279,recording,1
5280,damages,1
5281,tsunami,2
5282,masatoshi,2
5283,muto,2
5284,disasters,1
5285,suffered,1
5286,steps,1
5287,continuing,1
5288,two-way,1
5289,america,1
5290,asia-latin,1
5291,latin,1
5292,cyber,1
5293,​​secretariat,1
5294,ophisia,1
5295,fielding,1
5296,fealac,1
5297,intergovernmental,1
5298,alternately,1
5299,bon-moo,1
5300,young-ha,1
5301,ri-min,2
5302,byeong-cheol,1
5303,conglomerates,1
5304,kia,1
5305,won-ki,1
5306,hotels,1
5307,resorts,1
5308,tae-jong,1
5309,cheo,6
5310,compatible,1
5311,persson,1
5312,swedish,1
5313,yoran,1
5314,affiliate,1
5315,strawberries,1
5316,icheon-si,1
5317,southeastern,1
5318,gained,1
5319,strawberry,1
5320,farm,1
5321,livestock,1
5322,tasted,1
5323,harvest,1
5324,firsthand,1
5325,chong-ki,1
5326,represented,1
5327,yangtze,1
5328,delta,1
5329,yuer,1
5330,qing,1
5331,collaborating,1
5332,suho,1
5333,colleagues,1
5334,cheon-seok,1
5335,92nd,1
5336,protest,1
5337,designated,1
5338,gugak,3
5339,dong-seok,1
5340,yangju,1
5341,gojaeng,1
5342,gyeonggi,1
5343,jietsu,1
5344,jitz,1
5345,jeollabuk-do,1
5346,jeonbuk,1
5347,solar,2
5348,low-carbon,1
5349,kist,1
5350,renewable,1
5351,bigger,2
5352,young-ki,1
5353,voices,1
5354,demanding,1
5355,chinese-related,1
5356,mixed,1
5357,baek-sang,1
5358,intense,1
5359,bittersweet,1
5360,hot,2
5361,type,1
5362,rabbit,3
5363,kyu-bal,1
5364,hallym,1
5365,quoted,1
5366,chang-chun,1
5367,politburo,1
5368,outlined,1
5369,psychology,1
5370,actor,1
5371,bin,1
5372,premiere,1
5373,appearing,1
5374,screened,1
5375,starring,1
5376,baptized,1
5377,flesh,1
5378,scene,1
5379,dress,1
5380,foreign-invested,1
5381,merchant,1
5382,min-sik,1
5383,jung-wook,1
5384,asean+3,1
5385,wenchai,1
5386,xiangyan,1
5387,dong-hwan,1
5388,biopharmaceuticals,1
5389,aircraft,1
5390,formats,1
5391,cards,1
5392,sprouts,1
5393,sprouted,1
5394,semester,1
5395,filmed,1
5396,safely,1
5397,midwinter,1
5398,arp,1
5399,turandot,2
5400,soprano,1
5401,minutes,1
5402,kang-su,1
5403,xuewei,1
5404,mo,1
5405,hwa-lun,1
5406,pioneering,1
5407,tiger,2
5408,dignifiedly,1
5409,hoyeongi,1
5410,young-seok,1
5411,distributed,1
5412,chai-yong,1
5413,sang-do,1
5414,included,1
5415,korea-china-china,1
5416,cakes,1
5417,choose,1
5418,valuables,1
5419,contract,1
5420,dear,1
5421,fortune,1
5422,approaching,1
5423,well-being,1
5424,kang-soo,2
5425,photography,1
5426,prelude,1
5427,eve-korea-china,1
5428,il-hoon,1
5429,xiao-order,1
5430,xiuhua,1
5431,in-sik,1
5432,swept,1
5433,frigid,1
5434,heat,1
5435,cool,1
5436,geoje,1
5437,xiaoorder,1
5438,proving,1
5439,g20정상회의,1
5440,yue,1
5441,earliest,1
5442,hanwei,1
5443,jang-jak,1
5444,young-bok,1
5445,matured,1
5446,falling,1
5447,cai,1
5448,yi-yong,1
5449,qiang,1
5450,ranked,1
5451,inclusiveness,1
5452,seeking,1
5453,affiliated,1
